id;age;income;marital_status;children;budget;city;property_type;bought
421;48.0;41802.0;married;3.0;196654.0;Rabat;apartment;0
422;52.0;95766.0;married;1.0;278357.0;Marrakech;duplex;0
423;23.0;61774.0;single;0.0;207222.0;Tangier;apartment;0
424;27.0;64295.0;married;4.0;304312.0;Marrakech;villa;1
425;60.0;76911.0;single;0.0;231800.0;Casablanca;apartment;0
426;56.0;54768.0;married;2.0;169445.0;Marrakech;apartment;0
427;53.0;40131.0;single;0.0;109119.0;Agadir;apartment;0
428;35.0;42391.0;married;0.0;156165.0;Marrakech;apartment;0
429;53.0;106643.0;single;0.0;369925.0;Rabat;apartment;0
430;50.0;25848.0;single;0.0;79239.0;Rabat;studio;0
431;64.0;32675.0;single;0.0;125917.0;Agadir;apartment;0
432;46.0;88495.0;married;4.0;373242.0;Tangier;villa;0
433;41.0;30348.0;single;1.0;78504.0;Agadir;apartment;1
434;65.0;101300.0;single;1.0;366969.0;Casablanca;apartment;1
435;30.0;25593.0;married;3.0;76901.0;Casablanca;apartment;0
436;26.0;31406.0;single;0.0;104120.0;Rabat;apartment;1
437;22.0;111804.0;married;4.0;497998.0;Marrakech;villa;0
438;59.0;96372.0;married;0.0;463772.0;Agadir;duplex;1
439;56.0;65071.0;married;2.0;224990.0;Tangier;apartment;0
440;33.0;56099.0;married;4.0;225609.0;Tangier;apartment;1
441;43.0;110507.0;single;0.0;530664.0;Rabat;villa;1
442;41.0;60756.0;single;0.0;257633.0;Marrakech;apartment;0
443;41.0;117481.0;married;2.0;372831.0;Tangier;duplex;0
444;50.0;47707.0;divorced;3.0;207638.0;Agadir;duplex;1
445;54.0;40836.0;single;0.0;143271.0;Agadir;duplex;0
446;34.0;46309.0;married;1.0;119601.0;Marrakech;duplex;1
447;39.0;68280.0;married;4.0;238458.0;Marrakech;apartment;0
448;53.0;97862.0;married;3.0;388238.0;Rabat;villa;1
449;38.0;118167.0;married;0.0;379631.0;Tangier;villa;1
450;35.0;49012.0;married;1.0;155500.0;Tangier;apartment;1
451;65.0;21166.0;married;1.0;87170.0;Agadir;apartment;0
452;60.0;60037.0;married;2.0;213702.0;Tangier;duplex;0
453;35.0;81171.0;single;0.0;329474.0;Agadir;villa;0
454;64.0;69051.0;married;4.0;277766.0;Rabat;duplex;0
455;43.0;56239.0;married;2.0;177314.0;Rabat;apartment;0
456;37.0;27441.0;married;4.0;96324.0;Rabat;apartment;1
457;63.0;85191.0;divorced;2.0;406129.0;Tangier;villa;0
458;58.0;44892.0;single;0.0;189255.0;Tangier;duplex;1
459;54.0;59347.0;married;4.0;175242.0;Marrakech;apartment;1
460;57.0;119997.0;divorced;2.0;496317.0;Casablanca;villa;1
461;41.0;75112.0;married;2.0;257574.0;Agadir;villa;1
462;52.0;27035.0;married;4.0;106809.0;Agadir;apartment;1
463;54.0;35704.0;married;3.0;136553.0;Tangier;apartment;1
464;30.0;46253.0;single;1.0;218874.0;Tangier;apartment;1
465;33.0;30592.0;married;1.0;100449.0;Marrakech;apartment;0
466;32.0;95534.0;married;3.0;426370.0;Marrakech;villa;0
467;49.0;72873.0;married;3.0;252016.0;Marrakech;villa;1
468;22.0;62233.0;married;4.0;185232.0;Marrakech;apartment;0
469;44.0;60906.0;single;0.0;241898.0;Casablanca;apartment;0
470;40.0;79759.0;married;4.0;303905.0;Tangier;apartment;1
471;43.0;84248.0;single;0.0;410305.0;Tangier;villa;0
472;30.0;47681.0;married;4.0;179356.0;Marrakech;apartment;1
473;24.0;69177.0;married;2.0;306324.0;Agadir;villa;1
474;64.0;34170.0;married;0.0;89545.0;Marrakech;studio;0
475;57.0;53126.0;married;1.0;160107.0;Marrakech;apartment;1
476;64.0;88197.0;single;0.0;250736.0;Marrakech;villa;1
477;40.0;34943.0;married;3.0;104710.0;Casablanca;duplex;1
478;34.0;66913.0;married;2.0;194110.0;Agadir;apartment;0
479;52.0;63332.0;single;0.0;172421.0;Marrakech;duplex;1
480;31.0;31807.0;married;0.0;137053.0;Marrakech;duplex;1
481;51.0;58800.0;single;0.0;266537.0;Marrakech;apartment;0
482;65.0;60987.0;married;0.0;166951.0;Marrakech;apartment;0
483;63.0;42349.0;single;1.0;206990.0;Rabat;duplex;0
484;43.0;43969.0;single;0.0;160106.0;Tangier;apartment;0
485;48.0;105045.0;married;1.0;292302.0;Marrakech;apartment;1
486;28.0;74529.0;divorced;3.0;335802.0;Tangier;villa;0
487;44.0;100131.0;single;0.0;460236.0;Casablanca;villa;0
488;48.0;77761.0;single;0.0;255491.0;Agadir;duplex;0
489;58.0;49358.0;divorced;2.0;187449.0;Agadir;apartment;1
490;37.0;83167.0;single;0.0;287940.0;Agadir;apartment;1
491;22.0;104331.0;divorced;3.0;483018.0;Casablanca;villa;0
492;37.0;63371.0;divorced;0.0;238739.0;Agadir;apartment;0
493;37.0;30332.0;married;4.0;109809.0;Tangier;apartment;0
494;53.0;117679.0;married;0.0;412888.0;Marrakech;villa;0
495;27.0;99194.0;divorced;2.0;468719.0;Agadir;villa;1
496;43.0;67624.0;married;1.0;311800.0;Rabat;villa;1
497;52.0;113933.0;married;3.0;317310.0;Casablanca;villa;0
498;62.0;58270.0;married;2.0;247952.0;Marrakech;duplex;0
499;48.0;34019.0;single;0.0;95316.0;Tangier;studio;1
500;34.0;113950.0;single;0.0;298121.0;Agadir;villa;1
501;51.0;106305.0;married;4.0;301543.0;Tangier;villa;1
502;57.0;76729.0;married;3.0;369137.0;Casablanca;duplex;0
503;30.0;33573.0;single;0.0;158019.0;Agadir;duplex;0
504;60.0;110769.0;married;2.0;387101.0;Rabat;apartment;0
505;30.0;38111.0;married;4.0;123757.0;Agadir;duplex;1
506;57.0;102913.0;single;0.0;441081.0;Rabat;apartment;0
507;63.0;43306.0;married;2.0;185171.0;Rabat;apartment;0
508;64.0;113077.0;married;4.0;363522.0;Tangier;apartment;0
509;23.0;69921.0;single;0.0;209745.0;Casablanca;duplex;1
510;31.0;28130.0;married;2.0;84671.0;Agadir;studio;1
511;28.0;100754.0;married;4.0;469725.0;Agadir;villa;0
512;40.0;110824.0;married;3.0;384435.0;Rabat;apartment;0
513;38.0;46619.0;married;3.0;213279.0;Rabat;duplex;0
514;60.0;45751.0;married;1.0;148024.0;Casablanca;duplex;0
515;33.0;116348.0;married;3.0;302689.0;Rabat;villa;0
516;59.0;53425.0;single;0.0;258776.0;Marrakech;villa;0
517;25.0;101968.0;married;2.0;379971.0;Agadir;villa;0
518;42.0;88864.0;single;0.0;237306.0;Agadir;apartment;0
519;47.0;32051.0;single;1.0;133278.0;Rabat;apartment;0
520;61.0;89533.0;married;4.0;408200.0;Marrakech;villa;0
521;37.0;104182.0;married;4.0;323961.0;Marrakech;duplex;0
522;29.0;70577.0;single;0.0;180801.0;Agadir;duplex;0
523;54.0;78400.0;married;2.0;372063.0;Casablanca;villa;0
524;28.0;41940.0;divorced;0.0;170583.0;Casablanca;apartment;1
525;65.0;75601.0;married;1.0;290639.0;Tangier;duplex;1
526;65.0;40152.0;single;0.0;104183.0;Marrakech;apartment;1
527;57.0;29232.0;married;1.0;139654.0;Tangier;apartment;1
528;49.0;61471.0;single;0.0;235869.0;Agadir;apartment;1
529;24.0;111866.0;married;2.0;539207.0;Marrakech;villa;1
530;60.0;31338.0;single;1.0;108226.0;Marrakech;apartment;0
531;30.0;117878.0;single;0.0;455517.0;Casablanca;villa;1
532;63.0;68906.0;divorced;0.0;267617.0;Agadir;villa;0
533;58.0;98204.0;single;0.0;266409.0;Casablanca;duplex;1
534;44.0;47752.0;married;4.0;136386.0;Casablanca;apartment;1
535;34.0;35023.0;single;0.0;162178.0;Agadir;apartment;0
536;40.0;108039.0;single;0.0;466077.0;Tangier;apartment;0
537;64.0;105914.0;single;0.0;283269.0;Casablanca;villa;0
538;61.0;106431.0;single;0.0;416558.0;Rabat;apartment;1
539;32.0;20633.0;single;0.0;88319.0;Tangier;studio;0
540;65.0;116072.0;single;0.0;419413.0;Rabat;villa;0
541;63.0;99511.0;single;0.0;454378.0;Agadir;villa;1
542;62.0;30022.0;married;0.0;138820.0;Marrakech;duplex;0
543;59.0;47886.0;divorced;2.0;184776.0;Agadir;apartment;1
544;45.0;71445.0;single;0.0;309575.0;Rabat;villa;0
545;27.0;72007.0;single;0.0;223020.0;Agadir;apartment;1
546;30.0;78487.0;single;0.0;307239.0;Casablanca;duplex;0
547;44.0;25297.0;single;0.0;67217.0;Rabat;studio;1
548;55.0;67349.0;single;1.0;316801.0;Marrakech;apartment;0
549;55.0;103042.0;married;2.0;406663.0;Agadir;villa;1
550;45.0;97028.0;married;0.0;367896.0;Tangier;apartment;0
551;47.0;66255.0;married;2.0;246280.0;Tangier;duplex;0
552;30.0;77658.0;single;0.0;319072.0;Casablanca;villa;0
553;60.0;114018.0;married;1.0;403228.0;Rabat;duplex;0
554;52.0;82786.0;single;0.0;379442.0;Marrakech;villa;0
555;59.0;41119.0;single;0.0;194369.0;Casablanca;apartment;0
556;33.0;87717.0;divorced;0.0;411942.0;Rabat;apartment;0
557;60.0;81789.0;married;1.0;249326.0;Tangier;apartment;1
558;33.0;101685.0;married;2.0;296849.0;Rabat;apartment;0
559;26.0;50122.0;single;0.0;127380.0;Agadir;duplex;0
560;48.0;39603.0;married;1.0;146122.0;Agadir;apartment;1
561;56.0;85972.0;married;0.0;318578.0;Casablanca;apartment;0
562;22.0;108940.0;married;4.0;386923.0;Marrakech;duplex;0
563;52.0;69969.0;single;0.0;333727.0;Agadir;villa;0
564;52.0;50475.0;divorced;0.0;161932.0;Agadir;apartment;0
565;22.0;95757.0;married;4.0;241114.0;Casablanca;apartment;0
566;45.0;33970.0;single;0.0;106464.0;Agadir;apartment;0
567;39.0;109208.0;single;0.0;423755.0;Agadir;villa;0
568;57.0;83407.0;single;0.0;280321.0;Tangier;duplex;1
569;64.0;35608.0;married;3.0;158732.0;Casablanca;apartment;0
570;43.0;92165.0;married;0.0;267448.0;Marrakech;apartment;1
571;52.0;98675.0;married;0.0;311589.0;Rabat;villa;0
572;46.0;72513.0;married;4.0;233214.0;Agadir;apartment;1
573;33.0;103924.0;married;0.0;312215.0;Agadir;villa;0
574;60.0;86918.0;married;1.0;350972.0;Marrakech;villa;1
575;32.0;31382.0;divorced;3.0;106159.0;Tangier;apartment;0
576;22.0;116590.0;married;0.0;451667.0;Agadir;apartment;0
577;39.0;49661.0;married;1.0;180611.0;Tangier;apartment;0
578;48.0;86353.0;single;0.0;279406.0;Marrakech;apartment;1
579;56.0;95352.0;single;0.0;328268.0;Tangier;duplex;1
580;51.0;109337.0;married;4.0;508970.0;Tangier;villa;0
581;62.0;48885.0;married;1.0;220002.0;Tangier;duplex;0
582;22.0;111857.0;married;1.0;359980.0;Tangier;duplex;1
583;26.0;92686.0;divorced;3.0;304444.0;Casablanca;apartment;0
584;65.0;44925.0;married;1.0;138690.0;Casablanca;duplex;0
585;34.0;52728.0;married;2.0;152383.0;Marrakech;apartment;0
586;64.0;84574.0;married;4.0;413988.0;Tangier;villa;0
587;58.0;56009.0;married;4.0;179266.0;Casablanca;duplex;0
588;55.0;75466.0;married;4.0;194808.0;Rabat;apartment;1
589;33.0;79925.0;divorced;3.0;262883.0;Marrakech;villa;0
590;59.0;33205.0;single;0.0;104570.0;Agadir;apartment;0
591;61.0;64970.0;single;0.0;196620.0;Rabat;apartment;0
592;50.0;43578.0;married;4.0;183682.0;Marrakech;duplex;1
593;57.0;76651.0;married;1.0;219575.0;Casablanca;apartment;0
594;48.0;85483.0;single;1.0;348482.0;Agadir;duplex;1
595;41.0;52895.0;married;4.0;138546.0;Marrakech;apartment;0
596;38.0;82460.0;married;0.0;298887.0;Rabat;villa;0
597;57.0;53779.0;single;0.0;181650.0;Agadir;apartment;0
598;63.0;90574.0;single;0.0;306844.0;Agadir;villa;1
599;27.0;69947.0;married;3.0;285333.0;Casablanca;apartment;1
600;43.0;75288.0;married;4.0;264406.0;Marrakech;villa;0
601;42.0;61533.0;married;2.0;246960.0;Tangier;apartment;0
602;45.0;118028.0;married;3.0;417225.0;Casablanca;apartment;0
603;37.0;106772.0;single;0.0;467058.0;Casablanca;villa;0
604;26.0;82021.0;married;0.0;363134.0;Agadir;duplex;0
605;38.0;101015.0;single;0.0;476152.0;Rabat;villa;1
606;50.0;102114.0;single;0.0;298838.0;Marrakech;duplex;1
607;42.0;82410.0;married;4.0;398629.0;Agadir;villa;1
608;56.0;43204.0;married;3.0;176169.0;Agadir;apartment;1
609;56.0;60587.0;divorced;3.0;233209.0;Marrakech;apartment;0
610;38.0;40410.0;single;0.0;183398.0;Casablanca;apartment;0
611;22.0;110147.0;divorced;3.0;357870.0;Tangier;duplex;0
612;22.0;91855.0;single;0.0;358361.0;Tangier;villa;1
613;63.0;71081.0;married;1.0;224434.0;Tangier;apartment;0
614;61.0;110954.0;married;2.0;457257.0;Agadir;apartment;0
615;26.0;43908.0;single;0.0;159753.0;Tangier;apartment;1
616;34.0;62027.0;single;0.0;238024.0;Casablanca;duplex;0
617;30.0;113742.0;married;0.0;350555.0;Casablanca;villa;0
618;48.0;60838.0;married;3.0;303880.0;Tangier;duplex;0
619;27.0;118378.0;divorced;0.0;374815.0;Tangier;villa;0
620;34.0;52778.0;married;0.0;148037.0;Casablanca;apartment;1
621;37.0;116681.0;divorced;1.0;426129.0;Marrakech;villa;1
622;52.0;71003.0;married;2.0;343692.0;Casablanca;duplex;0
623;57.0;88278.0;single;0.0;286641.0;Rabat;apartment;1
624;35.0;34801.0;single;0.0;88313.0;Rabat;studio;0
625;37.0;21170.0;divorced;3.0;89358.0;Casablanca;studio;0
626;32.0;85525.0;single;0.0;412839.0;Marrakech;villa;1
627;56.0;34076.0;single;0.0;168818.0;Rabat;duplex;0
628;34.0;22798.0;married;2.0;98282.0;Rabat;apartment;0
629;50.0;93272.0;single;0.0;277431.0;Casablanca;villa;0
630;51.0;56087.0;married;4.0;268442.0;Agadir;villa;0
631;50.0;58754.0;married;4.0;200808.0;Marrakech;duplex;0
632;33.0;22453.0;married;2.0;99692.0;Casablanca;studio;0
633;56.0;70789.0;single;0.0;312486.0;Casablanca;duplex;0
634;63.0;62208.0;single;0.0;165890.0;Casablanca;apartment;0
635;28.0;83618.0;single;0.0;343199.0;Tangier;duplex;0
636;59.0;53546.0;single;0.0;229959.0;Marrakech;duplex;0
637;53.0;30480.0;married;0.0;103702.0;Tangier;duplex;1
638;25.0;100862.0;single;0.0;269903.0;Rabat;villa;0
639;55.0;32729.0;single;0.0;113351.0;Casablanca;apartment;0
640;62.0;43448.0;married;4.0;153717.0;Marrakech;duplex;0
641;65.0;80125.0;married;3.0;377153.0;Casablanca;duplex;0
642;54.0;64238.0;married;4.0;320938.0;Tangier;apartment;1
643;57.0;62553.0;married;3.0;275887.0;Tangier;apartment;0
644;37.0;93812.0;married;3.0;414111.0;Rabat;villa;0
645;47.0;20025.0;married;2.0;79887.0;Agadir;studio;1
646;22.0;59365.0;divorced;1.0;275412.0;Marrakech;duplex;1
647;39.0;92569.0;married;4.0;445701.0;Casablanca;villa;0
648;31.0;38141.0;single;1.0;119176.0;Rabat;duplex;0
649;47.0;94588.0;divorced;0.0;407575.0;Tangier;villa;1
650;58.0;32499.0;married;2.0;84283.0;Agadir;studio;1
651;43.0;65603.0;married;3.0;232320.0;Marrakech;duplex;0
652;63.0;98944.0;divorced;3.0;260749.0;Agadir;villa;0
653;31.0;62838.0;married;1.0;181161.0;Tangier;duplex;1
654;58.0;86155.0;single;0.0;384761.0;Casablanca;villa;0
655;58.0;117689.0;single;0.0;319254.0;Agadir;villa;1
656;30.0;83035.0;married;3.0;289650.0;Agadir;villa;1
657;55.0;52275.0;single;0.0;186891.0;Agadir;apartment;1
658;49.0;67876.0;single;0.0;270465.0;Marrakech;duplex;0
659;44.0;100769.0;married;3.0;408916.0;Tangier;villa;1
660;34.0;109831.0;single;0.0;508727.0;Marrakech;duplex;0
661;61.0;39356.0;married;2.0;99741.0;Marrakech;studio;0
662;43.0;47395.0;married;1.0;142635.0;Agadir;duplex;0
663;61.0;115672.0;divorced;0.0;398087.0;Agadir;villa;0
664;40.0;46305.0;married;4.0;147166.0;Tangier;apartment;0
665;46.0;106556.0;single;1.0;442234.0;Marrakech;villa;1
666;63.0;70662.0;single;0.0;349178.0;Marrakech;apartment;0
667;60.0;89672.0;single;0.0;440915.0;Agadir;apartment;0
668;37.0;89391.0;single;0.0;389832.0;Marrakech;villa;0
669;62.0;59626.0;single;1.0;223784.0;Marrakech;apartment;1
670;23.0;92737.0;divorced;1.0;267014.0;Tangier;duplex;0
671;46.0;88251.0;divorced;1.0;312702.0;Agadir;villa;1
672;60.0;63160.0;married;1.0;190546.0;Casablanca;apartment;1
673;34.0;38102.0;single;0.0;145150.0;Casablanca;apartment;1
674;31.0;106013.0;divorced;1.0;349179.0;Agadir;villa;1
675;33.0;61628.0;married;1.0;266091.0;Rabat;apartment;0
676;48.0;59760.0;married;2.0;172102.0;Casablanca;apartment;0
677;61.0;100864.0;single;0.0;310386.0;Casablanca;villa;0
678;27.0;110196.0;married;1.0;413875.0;Agadir;villa;1
679;33.0;70785.0;married;1.0;205946.0;Casablanca;apartment;1
680;22.0;55370.0;divorced;1.0;241187.0;Casablanca;duplex;0
681;50.0;100879.0;married;2.0;470795.0;Casablanca;villa;1
682;60.0;116381.0;married;2.0;405631.0;Agadir;villa;0
683;24.0;88242.0;single;0.0;414244.0;Casablanca;villa;0
684;24.0;93098.0;single;0.0;456783.0;Casablanca;villa;0
685;41.0;57475.0;married;3.0;185991.0;Marrakech;apartment;1
686;51.0;104685.0;married;4.0;291330.0;Agadir;apartment;1
687;30.0;71520.0;married;3.0;183254.0;Tangier;apartment;1
688;34.0;79596.0;single;0.0;328050.0;Casablanca;duplex;0
689;29.0;112566.0;married;2.0;305421.0;Tangier;duplex;1
690;61.0;40958.0;single;0.0;181061.0;Rabat;apartment;1
691;31.0;41249.0;married;1.0;182439.0;Marrakech;apartment;0
692;50.0;57851.0;married;0.0;274581.0;Casablanca;villa;1
693;22.0;80115.0;married;3.0;309143.0;Marrakech;duplex;0
694;35.0;97183.0;married;3.0;342606.0;Marrakech;duplex;0
695;57.0;56452.0;married;4.0;256873.0;Casablanca;villa;0
696;63.0;65746.0;single;1.0;273995.0;Agadir;villa;1
697;25.0;34272.0;married;1.0;99503.0;Rabat;apartment;1
698;60.0;95010.0;married;1.0;467043.0;Agadir;villa;0
699;41.0;62312.0;single;0.0;166321.0;Tangier;duplex;0
700;52.0;37635.0;single;1.0;125061.0;Tangier;apartment;1
701;61.0;27626.0;single;0.0;112505.0;Marrakech;apartment;1
702;40.0;75974.0;married;2.0;239253.0;Agadir;duplex;0
703;30.0;100516.0;married;4.0;434526.0;Tangier;villa;0
704;61.0;50503.0;married;1.0;126457.0;Marrakech;apartment;1
705;35.0;100649.0;divorced;3.0;263069.0;Rabat;villa;1
706;22.0;103967.0;single;0.0;465303.0;Rabat;villa;0
707;22.0;34920.0;married;2.0;121875.0;Agadir;apartment;0
708;33.0;45430.0;single;0.0;189951.0;Tangier;duplex;1
709;52.0;40366.0;married;4.0;191327.0;Tangier;duplex;0
710;25.0;88298.0;single;0.0;290390.0;Agadir;villa;0
711;43.0;66346.0;single;0.0;305314.0;Rabat;apartment;1
712;32.0;94839.0;married;1.0;378216.0;Rabat;duplex;0
713;24.0;55585.0;married;3.0;260839.0;Rabat;villa;1
714;35.0;88825.0;single;0.0;396369.0;Casablanca;apartment;0
715;23.0;83263.0;divorced;1.0;247751.0;Tangier;duplex;0
716;42.0;38781.0;married;0.0;176660.0;Agadir;apartment;0
717;24.0;80210.0;single;1.0;223753.0;Rabat;duplex;1
718;60.0;31413.0;single;1.0;86629.0;Rabat;studio;1
719;62.0;47504.0;single;0.0;151614.0;Rabat;duplex;1
720;39.0;39571.0;single;0.0;193729.0;Agadir;apartment;0
721;44.0;92006.0;single;0.0;392026.0;Rabat;villa;0
722;41.0;100381.0;married;4.0;362286.0;Casablanca;villa;1
723;25.0;33884.0;single;0.0;117909.0;Agadir;duplex;1
724;50.0;100781.0;single;0.0;301876.0;Agadir;villa;1
725;51.0;94421.0;single;0.0;453147.0;Tangier;villa;0
726;63.0;113089.0;married;3.0;348227.0;Casablanca;villa;1
727;38.0;67638.0;single;0.0;281573.0;Rabat;villa;0
728;52.0;34796.0;single;0.0;101848.0;Rabat;apartment;0
729;28.0;73174.0;married;0.0;242547.0;Marrakech;duplex;0
730;47.0;97402.0;married;4.0;302844.0;Casablanca;apartment;0
731;43.0;47294.0;married;4.0;169211.0;Tangier;apartment;0
732;37.0;42686.0;married;0.0;185616.0;Agadir;duplex;0
733;60.0;80674.0;single;0.0;291478.0;Rabat;apartment;0
734;28.0;109850.0;married;3.0;364539.0;Marrakech;villa;1
735;59.0;118957.0;married;0.0;522541.0;Casablanca;villa;0
736;61.0;95750.0;married;1.0;402513.0;Rabat;villa;1
737;65.0;59917.0;divorced;3.0;257312.0;Rabat;apartment;0
738;61.0;86902.0;married;1.0;402466.0;Marrakech;villa;0
739;25.0;20110.0;married;2.0;55790.0;Rabat;apartment;0
740;59.0;71677.0;married;3.0;251950.0;Tangier;villa;1
741;52.0;38228.0;single;0.0;183922.0;Tangier;apartment;1
742;64.0;36455.0;single;0.0;92569.0;Tangier;apartment;1
743;30.0;31097.0;single;0.0;144612.0;Agadir;duplex;1
744;51.0;86770.0;married;3.0;300379.0;Casablanca;villa;1
745;58.0;85294.0;married;1.0;365086.0;Rabat;villa;0
746;45.0;24385.0;divorced;3.0;103933.0;Marrakech;apartment;1
747;27.0;38623.0;married;4.0;191529.0;Rabat;apartment;0
748;61.0;31592.0;single;0.0;131401.0;Marrakech;apartment;0
749;59.0;60959.0;married;2.0;233935.0;Marrakech;apartment;0
750;52.0;95230.0;married;3.0;322095.0;Rabat;villa;0
751;60.0;118228.0;single;0.0;372549.0;Tangier;villa;0
752;64.0;58240.0;married;4.0;149574.0;Tangier;apartment;0
753;39.0;53036.0;single;0.0;246333.0;Marrakech;duplex;1
754;59.0;116857.0;single;0.0;528147.0;Rabat;duplex;0
755;33.0;89125.0;married;2.0;442075.0;Casablanca;villa;1
756;53.0;118665.0;divorced;3.0;367252.0;Tangier;duplex;0
757;58.0;116254.0;married;0.0;477298.0;Marrakech;villa;0
758;52.0;59500.0;married;4.0;183507.0;Tangier;apartment;0
759;49.0;21554.0;single;0.0;74469.0;Rabat;apartment;1
760;24.0;32761.0;divorced;2.0;160216.0;Tangier;apartment;1
761;39.0;63904.0;single;0.0;200553.0;Agadir;apartment;1
762;37.0;116247.0;married;1.0;441724.0;Casablanca;villa;0
763;22.0;28906.0;single;0.0;79773.0;Tangier;studio;1
764;38.0;45307.0;single;0.0;119710.0;Agadir;apartment;1
765;60.0;103634.0;single;1.0;281466.0;Agadir;villa;1
766;63.0;94195.0;married;1.0;446484.0;Casablanca;villa;0
767;26.0;103726.0;married;2.0;458821.0;Rabat;villa;1
768;39.0;28177.0;single;0.0;74673.0;Rabat;studio;0
769;34.0;99993.0;single;0.0;277088.0;Agadir;duplex;0
770;63.0;33926.0;divorced;2.0;93575.0;Marrakech;studio;1
771;50.0;22459.0;married;1.0;92804.0;Marrakech;apartment;1
772;39.0;39871.0;married;3.0;156956.0;Agadir;duplex;1
773;52.0;77154.0;married;0.0;297067.0;Marrakech;villa;1
774;52.0;35886.0;married;2.0;119629.0;Rabat;apartment;1
775;63.0;31883.0;single;1.0;106813.0;Tangier;duplex;0
776;34.0;43149.0;married;3.0;179147.0;Rabat;apartment;1
777;62.0;110287.0;single;0.0;450189.0;Casablanca;villa;0
778;59.0;51258.0;married;0.0;229730.0;Rabat;apartment;1
779;50.0;22151.0;single;0.0;99002.0;Marrakech;studio;0
780;63.0;107466.0;married;4.0;308683.0;Agadir;villa;0
781;31.0;84080.0;married;3.0;400889.0;Agadir;villa;1
782;30.0;21882.0;single;0.0;71517.0;Marrakech;studio;0
783;59.0;28383.0;married;0.0;79059.0;Agadir;apartment;0
784;34.0;75864.0;single;0.0;329615.0;Tangier;villa;1
785;58.0;91550.0;single;0.0;410396.0;Marrakech;villa;0
786;29.0;55899.0;single;0.0;237053.0;Agadir;apartment;0
787;59.0;25334.0;single;0.0;103375.0;Tangier;duplex;0
788;53.0;30580.0;single;0.0;83264.0;Agadir;apartment;0
789;52.0;110748.0;single;0.0;351887.0;Tangier;villa;1
790;61.0;110659.0;single;0.0;414940.0;Marrakech;duplex;1
791;44.0;74891.0;single;0.0;209228.0;Agadir;duplex;1
792;56.0;86524.0;single;0.0;358929.0;Rabat;villa;0
793;31.0;109816.0;married;3.0;411127.0;Casablanca;duplex;0
794;63.0;67735.0;single;0.0;225946.0;Tangier;apartment;1
795;56.0;43053.0;single;0.0;163052.0;Marrakech;duplex;1
796;59.0;95990.0;single;0.0;402402.0;Rabat;villa;0
797;36.0;32853.0;single;0.0;98555.0;Casablanca;studio;0
798;25.0;77129.0;single;1.0;280554.0;Tangier;villa;0
799;34.0;102840.0;single;0.0;343457.0;Marrakech;duplex;0
800;30.0;34563.0;married;3.0;122545.0;Rabat;apartment;0
801;32.0;103623.0;divorced;1.0;408824.0;Agadir;apartment;0
802;55.0;84122.0;married;1.0;334717.0;Tangier;villa;1
803;37.0;52483.0;single;0.0;248221.0;Agadir;duplex;1
804;22.0;74758.0;divorced;0.0;372159.0;Agadir;villa;0
805;52.0;111311.0;married;3.0;416104.0;Marrakech;villa;0
806;48.0;48574.0;single;0.0;200081.0;Marrakech;apartment;1
807;32.0;112183.0;married;4.0;490039.0;Marrakech;apartment;0
808;30.0;112161.0;married;2.0;456161.0;Marrakech;apartment;0
809;43.0;89588.0;single;0.0;284394.0;Agadir;villa;1
810;65.0;30611.0;married;2.0;132833.0;Marrakech;apartment;1
811;45.0;26758.0;single;0.0;108311.0;Rabat;apartment;1
812;26.0;93499.0;married;1.0;266099.0;Rabat;villa;0
813;52.0;116649.0;divorced;1.0;511264.0;Casablanca;villa;1
814;54.0;109158.0;married;0.0;290188.0;Rabat;villa;0
815;29.0;81625.0;married;4.0;387606.0;Tangier;duplex;1
816;26.0;44687.0;married;3.0;121471.0;Tangier;duplex;0
817;26.0;34334.0;single;0.0;98534.0;Casablanca;apartment;0
818;62.0;22974.0;single;1.0;88532.0;Casablanca;studio;0
819;63.0;22815.0;single;0.0;106762.0;Casablanca;duplex;0
820;43.0;73961.0;married;2.0;274792.0;Agadir;apartment;0
821;41.0;94350.0;single;0.0;276383.0;Rabat;villa;0
822;40.0;26202.0;single;0.0;128141.0;Agadir;duplex;1
823;40.0;43891.0;divorced;1.0;127421.0;Marrakech;apartment;0
824;30.0;77788.0;single;0.0;303856.0;Marrakech;duplex;1
825;31.0;68878.0;married;1.0;264085.0;Marrakech;apartment;0
826;53.0;39055.0;divorced;2.0;112874.0;Agadir;duplex;0
827;40.0;82116.0;married;4.0;342195.0;Agadir;duplex;1
828;43.0;110327.0;single;0.0;286872.0;Agadir;villa;0
829;61.0;48883.0;married;0.0;162091.0;Agadir;apartment;0
830;36.0;56428.0;single;0.0;260902.0;Marrakech;apartment;0
831;53.0;61649.0;married;4.0;299522.0;Rabat;villa;1
832;49.0;68448.0;single;0.0;230142.0;Rabat;duplex;1
833;27.0;48271.0;married;3.0;210163.0;Tangier;duplex;0
834;49.0;115499.0;married;1.0;529999.0;Agadir;villa;0
835;52.0;88852.0;divorced;0.0;429411.0;Agadir;duplex;0
836;48.0;103729.0;divorced;3.0;304676.0;Tangier;duplex;1
837;30.0;46117.0;single;0.0;179149.0;Marrakech;duplex;0
838;59.0;59834.0;married;3.0;183169.0;Marrakech;apartment;0
839;62.0;103435.0;married;2.0;366459.0;Tangier;apartment;1
840;23.0;35644.0;married;3.0;177715.0;Marrakech;apartment;0
